# Photoabsorption spectrum from real-time propagation
# GPAW version: 20.10.0
# Total time = 20.0000 fs, Time steps = [10.0000] as
# Kick = [0, 0, 1e-05]
# Gaussian folding, Width = 0.2123 eV = 0.007802 Hartree <=> FWHM = 0.499928 eV
#    om (eV)                  S_x                  S_y                  S_z
   18.050000     0.0000000000e+00     0.0000000000e+00     1.0307644217e-06
   18.100000     0.0000000000e+00     0.0000000000e+00     1.0177994814e-06
   18.150000     0.0000000000e+00     0.0000000000e+00     1.0075295703e-06
   18.200000    -0.0000000000e+00     0.0000000000e+00     9.9743046001e-07
   18.250000    -0.0000000000e+00     0.0000000000e+00     9.8565368661e-07
   18.300000    -0.0000000000e+00    -0.0000000000e+00     9.7214096476e-07
   18.350000    -0.0000000000e+00    -0.0000000000e+00     9.5677335429e-07
   18.400000    -0.0000000000e+00    -0.0000000000e+00     9.3809145139e-07
   18.450000    -0.0000000000e+00    -0.0000000000e+00     9.1512252682e-07
   18.500000    -0.0000000000e+00    -0.0000000000e+00     8.8903654722e-07
   18.550000    -0.0000000000e+00    -0.0000000000e+00     8.6167496995e-07
   18.600000    -0.0000000000e+00    -0.0000000000e+00     8.3379813689e-07
   18.650000    -0.0000000000e+00    -0.0000000000e+00     8.0619689439e-07
   18.700000    -0.0000000000e+00    -0.0000000000e+00     7.8113847801e-07
   18.750000    -0.0000000000e+00    -0.0000000000e+00     7.6084290949e-07
   18.800000    -0.0000000000e+00    -0.0000000000e+00     7.4534697135e-07
   18.850000    -0.0000000000e+00    -0.0000000000e+00     7.3345669539e-07
   18.900000    -0.0000000000e+00    -0.0000000000e+00     7.2489974937e-07
   18.950000    -0.0000000000e+00    -0.0000000000e+00     7.1977768510e-07
   19.000000    -0.0000000000e+00    -0.0000000000e+00     7.1671981616e-07
   19.050000    -0.0000000000e+00    -0.0000000000e+00     7.1365437242e-07
   19.100000    -0.0000000000e+00    -0.0000000000e+00     7.1008121512e-07
   19.150000     0.0000000000e+00    -0.0000000000e+00     7.0674910029e-07
   19.200000     0.0000000000e+00     0.0000000000e+00     7.0342196698e-07
   19.250000     0.0000000000e+00     0.0000000000e+00     6.9893009856e-07
   19.300000     0.0000000000e+00     0.0000000000e+00     6.9330123070e-07
   19.350000     0.0000000000e+00     0.0000000000e+00     6.8780540027e-07
   19.400000     0.0000000000e+00     0.0000000000e+00     6.8272612383e-07
   19.450000     0.0000000000e+00     0.0000000000e+00     6.7701736238e-07
   19.500000     0.0000000000e+00     0.0000000000e+00     6.7045730286e-07
   19.550000     0.0000000000e+00     0.0000000000e+00     6.6419683554e-07
   19.600000     0.0000000000e+00     0.0000000000e+00     6.5867026402e-07
   19.650000     0.0000000000e+00     0.0000000000e+00     6.5286737767e-07
   19.700000     0.0000000000e+00     0.0000000000e+00     6.4641308475e-07
   19.750000     0.0000000000e+00     0.0000000000e+00     6.4060320885e-07
   19.800000     0.0000000000e+00     0.0000000000e+00     6.3654007619e-07
   19.850000     0.0000000000e+00     0.0000000000e+00     6.3399076898e-07
   19.900000     0.0000000000e+00     0.0000000000e+00     6.3314003558e-07
   19.950000     0.0000000000e+00     0.0000000000e+00     6.3578450940e-07
   20.000000     0.0000000000e+00     0.0000000000e+00     6.4341713196e-07
   20.050000     0.0000000000e+00     0.0000000000e+00     6.5541948684e-07
   20.100000     0.0000000000e+00     0.0000000000e+00     6.7033137096e-07
   20.150000     0.0000000000e+00     0.0000000000e+00     6.8742910239e-07
   20.200000     0.0000000000e+00     0.0000000000e+00     7.0551872582e-07
   20.250000     0.0000000000e+00     0.0000000000e+00     7.2150502452e-07
   20.300000     0.0000000000e+00     0.0000000000e+00     7.3208924665e-07
   20.350000     0.0000000000e+00     0.0000000000e+00     7.3623973161e-07
   20.400000     0.0000000000e+00     0.0000000000e+00     7.3460056066e-07
   20.450000     0.0000000000e+00     0.0000000000e+00     7.2753988387e-07
   20.500000     0.0000000000e+00     0.0000000000e+00     7.1566788064e-07
   20.550000     0.0000000000e+00     0.0000000000e+00     7.0148981392e-07
   20.600000     0.0000000000e+00     0.0000000000e+00     6.8836308922e-07
   20.650000    -0.0000000000e+00    -0.0000000000e+00     6.7793054369e-07
   20.700000    -0.0000000000e+00    -0.0000000000e+00     6.7020656040e-07
   20.750000    -0.0000000000e+00    -0.0000000000e+00     6.6571363834e-07
   20.800000    -0.0000000000e+00    -0.0000000000e+00     6.6546311505e-07
   20.850000    -0.0000000000e+00    -0.0000000000e+00     6.6889780790e-07
   20.900000    -0.0000000000e+00    -0.0000000000e+00     6.7392643124e-07
   20.950000    -0.0000000000e+00    -0.0000000000e+00     6.7927736458e-07
   21.000000    -0.0000000000e+00    -0.0000000000e+00     6.8501678075e-07
   21.050000    -0.0000000000e+00    -0.0000000000e+00     6.9054802823e-07
   21.100000    -0.0000000000e+00    -0.0000000000e+00     6.9414631741e-07
   21.150000    -0.0000000000e+00    -0.0000000000e+00     6.9508688443e-07
   21.200000    -0.0000000000e+00    -0.0000000000e+00     6.9438641600e-07
   21.250000    -0.0000000000e+00    -0.0000000000e+00     6.9268392951e-07
   21.300000    -0.0000000000e+00    -0.0000000000e+00     6.8912084167e-07
   21.350000    -0.0000000000e+00    -0.0000000000e+00     6.8315796436e-07
   21.400000    -0.0000000000e+00    -0.0000000000e+00     6.7574971964e-07
   21.450000    -0.0000000000e+00    -0.0000000000e+00     6.6763746113e-07
   21.500000    -0.0000000000e+00    -0.0000000000e+00     6.5813037946e-07
   21.550000    -0.0000000000e+00    -0.0000000000e+00     6.4691338145e-07
   21.600000    -0.0000000000e+00    -0.0000000000e+00     6.3567948415e-07
   21.650000    -0.0000000000e+00    -0.0000000000e+00     6.2660501535e-07
   21.700000    -0.0000000000e+00    -0.0000000000e+00     6.2047264496e-07
   21.750000    -0.0000000000e+00    -0.0000000000e+00     6.1768025767e-07
   21.800000    -0.0000000000e+00    -0.0000000000e+00     6.1971794102e-07
   21.850000    -0.0000000000e+00    -0.0000000000e+00     6.2776082504e-07
   21.900000    -0.0000000000e+00    -0.0000000000e+00     6.4062386467e-07
   21.950000    -0.0000000000e+00    -0.0000000000e+00     6.5579945009e-07
   22.000000    -0.0000000000e+00    -0.0000000000e+00     6.7176760809e-07
   22.050000    -0.0000000000e+00    -0.0000000000e+00     6.8761521753e-07
   22.100000    -0.0000000000e+00    -0.0000000000e+00     7.0122810718e-07
   22.150000    -0.0000000000e+00    -0.0000000000e+00     7.0998647844e-07
   22.200000    -0.0000000000e+00    -0.0000000000e+00     7.1299185055e-07
   22.250000    -0.0000000000e+00    -0.0000000000e+00     7.1078513646e-07
   22.300000    -0.0000000000e+00    -0.0000000000e+00     7.0319416908e-07
   22.350000    -0.0000000000e+00    -0.0000000000e+00     6.8952533657e-07
   22.400000    -0.0000000000e+00    -0.0000000000e+00     6.7094820951e-07
   22.450000    -0.0000000000e+00    -0.0000000000e+00     6.5079020447e-07
   22.500000    -0.0000000000e+00    -0.0000000000e+00     6.3229913766e-07
   22.550000    -0.0000000000e+00    -0.0000000000e+00     6.1792150551e-07
   22.600000    -0.0000000000e+00    -0.0000000000e+00     6.1083551745e-07
   22.650000    -0.0000000000e+00    -0.0000000000e+00     6.1480982089e-07
   22.700000    -0.0000000000e+00    -0.0000000000e+00     6.3147516252e-07
   22.750000    -0.0000000000e+00    -0.0000000000e+00     6.5918942784e-07
   22.800000    -0.0000000000e+00    -0.0000000000e+00     6.9516467800e-07
   22.850000    -0.0000000000e+00    -0.0000000000e+00     7.3702349209e-07
   22.900000    -0.0000000000e+00    -0.0000000000e+00     7.8167136573e-07
   22.950000    -0.0000000000e+00    -0.0000000000e+00     8.2483917749e-07
   23.000000    -0.0000000000e+00    -0.0000000000e+00     8.6337412740e-07
   23.050000    -0.0000000000e+00    -0.0000000000e+00     8.9678567544e-07
   23.100000    -0.0000000000e+00    -0.0000000000e+00     9.2539632281e-07
   23.150000    -0.0000000000e+00    -0.0000000000e+00     9.4829446445e-07
   23.200000    -0.0000000000e+00    -0.0000000000e+00     9.6420367181e-07
   23.250000    -0.0000000000e+00    -0.0000000000e+00     9.7262648071e-07
   23.300000    -0.0000000000e+00    -0.0000000000e+00     9.7214990350e-07
   23.350000    -0.0000000000e+00    -0.0000000000e+00     9.5850422768e-07
   23.400000    -0.0000000000e+00    -0.0000000000e+00     9.2599694113e-07
   23.450000    -0.0000000000e+00    -0.0000000000e+00     8.7030550624e-07
   23.500000    -0.0000000000e+00    -0.0000000000e+00     7.8891934953e-07
   23.550000    -0.0000000000e+00    -0.0000000000e+00     6.8080691635e-07
   23.600000    -0.0000000000e+00    -0.0000000000e+00     5.4881629927e-07
   23.650000    -0.0000000000e+00    -0.0000000000e+00     4.0286497721e-07
   23.700000    -0.0000000000e+00    -0.0000000000e+00     2.5921131415e-07
   23.750000    -0.0000000000e+00    -0.0000000000e+00     1.3629481652e-07
   23.800000    -0.0000000000e+00    -0.0000000000e+00     5.1386369794e-08
   23.850000    -0.0000000000e+00    -0.0000000000e+00     1.8340773868e-08
   23.900000    -0.0000000000e+00    -0.0000000000e+00     4.3585111746e-08
   23.950000    -0.0000000000e+00    -0.0000000000e+00     1.2180611239e-07
   24.000000    -0.0000000000e+00    -0.0000000000e+00     2.3641526407e-07
   24.050000    -0.0000000000e+00    -0.0000000000e+00     3.6510634729e-07
   24.100000    -0.0000000000e+00    -0.0000000000e+00     4.8536164536e-07
   24.150000    -0.0000000000e+00    -0.0000000000e+00     5.7759948813e-07
   24.200000    -0.0000000000e+00    -0.0000000000e+00     6.2858314308e-07
   24.250000    -0.0000000000e+00    -0.0000000000e+00     6.3540978047e-07
   24.300000    -0.0000000000e+00    -0.0000000000e+00     6.0604051541e-07
   24.350000    -0.0000000000e+00    -0.0000000000e+00     5.5535817598e-07
   24.400000    -0.0000000000e+00    -0.0000000000e+00     5.0140858688e-07
   24.450000    -0.0000000000e+00    -0.0000000000e+00     4.6452087491e-07
   24.500000    -0.0000000000e+00    -0.0000000000e+00     4.6606011501e-07
   24.550000    -0.0000000000e+00    -0.0000000000e+00     5.2454307623e-07
   24.600000    -0.0000000000e+00    -0.0000000000e+00     6.5256907042e-07
   24.650000    -0.0000000000e+00    -0.0000000000e+00     8.5769698435e-07
   24.700000    -0.0000000000e+00    -0.0000000000e+00     1.1455176620e-06
   24.750000     0.0000000000e+00     0.0000000000e+00     1.5256395828e-06
   24.800000     0.0000000000e+00     0.0000000000e+00     2.0337323043e-06
   24.850000     0.0000000000e+00     0.0000000000e+00     2.8009709042e-06
   24.900000     0.0000000000e+00     0.0000000000e+00     4.2398799945e-06
   24.950000     0.0000000000e+00     0.0000000000e+00     7.5107864517e-06
   25.000000     0.0000000000e+00     0.0000000000e+00     1.5629978148e-05
   25.050000     0.0000000000e+00     0.0000000000e+00     3.5916345070e-05
   25.100000     0.0000000000e+00     0.0000000000e+00     8.4961350194e-05
   25.150000     0.0000000000e+00     0.0000000000e+00     1.9786170163e-04
   25.200000     0.0000000000e+00     0.0000000000e+00     4.4374699804e-04
   25.250000     0.0000000000e+00     0.0000000000e+00     9.4898724360e-04
   25.300000     0.0000000000e+00     0.0000000000e+00     1.9269397712e-03
   25.350000     0.0000000000e+00     0.0000000000e+00     3.7079505291e-03
   25.400000     0.0000000000e+00     0.0000000000e+00     6.7559030440e-03
   25.450000     0.0000000000e+00     0.0000000000e+00     1.1650392743e-02
   25.500000     0.0000000000e+00     0.0000000000e+00     1.9011621429e-02
   25.550000     0.0000000000e+00     0.0000000000e+00     2.9354512559e-02
   25.600000     0.0000000000e+00     0.0000000000e+00     4.2882863484e-02
   25.650000     0.0000000000e+00     0.0000000000e+00     5.9269643021e-02
   25.700000     0.0000000000e+00     0.0000000000e+00     7.7501920641e-02
   25.750000     0.0000000000e+00     0.0000000000e+00     9.5878083270e-02
   25.800000     0.0000000000e+00     0.0000000000e+00     1.1221473824e-01
   25.850000     0.0000000000e+00     0.0000000000e+00     1.2425168409e-01
   25.900000     0.0000000000e+00    -0.0000000000e+00     1.3015938676e-01
   25.950000     0.0000000000e+00    -0.0000000000e+00     1.2899391840e-01
   26.000000     0.0000000000e+00    -0.0000000000e+00     1.2094388486e-01
   26.050000     0.0000000000e+00    -0.0000000000e+00     1.0728051335e-01
   26.100000    -0.0000000000e+00    -0.0000000000e+00     9.0029091442e-02
   26.150000    -0.0000000000e+00    -0.0000000000e+00     7.1478603228e-02
   26.200000    -0.0000000000e+00    -0.0000000000e+00     5.3692586763e-02
   26.250000    -0.0000000000e+00    -0.0000000000e+00     3.8162126873e-02
   26.300000    -0.0000000000e+00    -0.0000000000e+00     2.5669945860e-02
   26.350000    -0.0000000000e+00    -0.0000000000e+00     1.6351519751e-02
   26.400000    -0.0000000000e+00    -0.0000000000e+00     9.8811459175e-03
   26.450000    -0.0000000000e+00    -0.0000000000e+00     5.6943462607e-03
   26.500000     0.0000000000e+00    -0.0000000000e+00     3.1769282149e-03
   26.550000     0.0000000000e+00     0.0000000000e+00     1.7864951690e-03
   26.600000     0.0000000000e+00     0.0000000000e+00     1.1051747195e-03
   26.650000     0.0000000000e+00     0.0000000000e+00     8.4210549097e-04
   26.700000     0.0000000000e+00     0.0000000000e+00     8.0962064938e-04
   26.750000     0.0000000000e+00     0.0000000000e+00     8.9279056423e-04
   26.800000     0.0000000000e+00     0.0000000000e+00     1.0239657527e-03
   26.850000     0.0000000000e+00     0.0000000000e+00     1.1664196928e-03
   26.900000     0.0000000000e+00     0.0000000000e+00     1.3060010350e-03
   26.950000     0.0000000000e+00     0.0000000000e+00     1.4471141481e-03
   27.000000     0.0000000000e+00     0.0000000000e+00     1.6089284874e-03
   27.050000     0.0000000000e+00    -0.0000000000e+00     1.8188970229e-03
   27.100000     0.0000000000e+00    -0.0000000000e+00     2.1028221275e-03
   27.150000    -0.0000000000e+00    -0.0000000000e+00     2.4731231733e-03
   27.200000    -0.0000000000e+00    -0.0000000000e+00     2.9188175346e-03
   27.250000    -0.0000000000e+00    -0.0000000000e+00     3.4012645734e-03
   27.300000    -0.0000000000e+00    -0.0000000000e+00     3.8585209445e-03
   27.350000    -0.0000000000e+00    -0.0000000000e+00     4.2184410159e-03
   27.400000    -0.0000000000e+00    -0.0000000000e+00     4.4173885913e-03
   27.450000    -0.0000000000e+00    -0.0000000000e+00     4.4189875956e-03
   27.500000    -0.0000000000e+00    -0.0000000000e+00     4.2268876753e-03
   27.550000     0.0000000000e+00    -0.0000000000e+00     3.8873531059e-03
   27.600000     0.0000000000e+00    -0.0000000000e+00     3.4808191961e-03
   27.650000     0.0000000000e+00     0.0000000000e+00     3.1049323477e-03
   27.700000     0.0000000000e+00     0.0000000000e+00     2.8536581509e-03
   27.750000     0.0000000000e+00     0.0000000000e+00     2.7973222899e-03
   27.800000     0.0000000000e+00     0.0000000000e+00     2.9674481851e-03
   27.850000     0.0000000000e+00     0.0000000000e+00     3.3489146751e-03
   27.900000     0.0000000000e+00     0.0000000000e+00     3.8808608060e-03
   27.950000     0.0000000000e+00     0.0000000000e+00     4.4667662938e-03
   28.000000     0.0000000000e+00     0.0000000000e+00     4.9926938939e-03
   28.050000     0.0000000000e+00     0.0000000000e+00     5.3505867726e-03
   28.100000     0.0000000000e+00     0.0000000000e+00     5.4613813181e-03
   28.150000     0.0000000000e+00     0.0000000000e+00     5.2917452717e-03
   28.200000     0.0000000000e+00     0.0000000000e+00     4.8595003833e-03
   28.250000     0.0000000000e+00     0.0000000000e+00     4.2262038278e-03
   28.300000     0.0000000000e+00     0.0000000000e+00     3.4796408008e-03
   28.350000     0.0000000000e+00     0.0000000000e+00     2.7122098647e-03
   28.400000     0.0000000000e+00    -0.0000000000e+00     2.0019542664e-03
   28.450000     0.0000000000e+00    -0.0000000000e+00     1.4011895670e-03
   28.500000     0.0000000000e+00    -0.0000000000e+00     9.3442460989e-04
   28.550000    -0.0000000000e+00    -0.0000000000e+00     6.0417164979e-04
   28.600000    -0.0000000000e+00    -0.0000000000e+00     4.0146994269e-04
   28.650000    -0.0000000000e+00    -0.0000000000e+00     3.1775200876e-04
   28.700000    -0.0000000000e+00    -0.0000000000e+00     3.5546395561e-04
   28.750000    -0.0000000000e+00    -0.0000000000e+00     5.3568698179e-04
   28.800000    -0.0000000000e+00    -0.0000000000e+00     9.0126721753e-04
   28.850000    -0.0000000000e+00    -0.0000000000e+00     1.5136976459e-03
   28.900000    -0.0000000000e+00    -0.0000000000e+00     2.4419251135e-03
   28.950000    -0.0000000000e+00    -0.0000000000e+00     3.7423515817e-03
   29.000000    -0.0000000000e+00    -0.0000000000e+00     5.4321420870e-03
   29.050000    -0.0000000000e+00    -0.0000000000e+00     7.4620778746e-03
   29.100000    -0.0000000000e+00    -0.0000000000e+00     9.6988348167e-03
   29.150000    -0.0000000000e+00    -0.0000000000e+00     1.1927205075e-02
   29.200000    -0.0000000000e+00    -0.0000000000e+00     1.3878539500e-02
   29.250000    -0.0000000000e+00    -0.0000000000e+00     1.5282914423e-02
   29.300000    -0.0000000000e+00    -0.0000000000e+00     1.5932391427e-02
   29.350000    -0.0000000000e+00    -0.0000000000e+00     1.5736086674e-02
   29.400000    -0.0000000000e+00    -0.0000000000e+00     1.4748534476e-02
   29.450000    -0.0000000000e+00    -0.0000000000e+00     1.3161536650e-02
   29.500000    -0.0000000000e+00    -0.0000000000e+00     1.1262726571e-02
   29.550000    -0.0000000000e+00    -0.0000000000e+00     9.3754947634e-03
   29.600000    -0.0000000000e+00    -0.0000000000e+00     7.7996942789e-03
   29.650000    -0.0000000000e+00    -0.0000000000e+00     6.7692060687e-03
   29.700000    -0.0000000000e+00     0.0000000000e+00     6.4334750833e-03
   29.750000    -0.0000000000e+00     0.0000000000e+00     6.8601006652e-03
   29.800000    -0.0000000000e+00     0.0000000000e+00     8.0486127824e-03
   29.850000     0.0000000000e+00     0.0000000000e+00     9.9437940719e-03
   29.900000     0.0000000000e+00     0.0000000000e+00     1.2440264150e-02
   29.950000     0.0000000000e+00     0.0000000000e+00     1.5376966890e-02
   30.000000     0.0000000000e+00     0.0000000000e+00     1.8528174211e-02
